town,score,number_of_posts
"Huntington Beach, CA",0.2432404255319149,141
"Willis, MI",0.14047951807228914,83
"Pleasant Ridge, MI",0.423529020979021,286
"Glasford, IL",0.06423,20
"Bryant, AL",0.186607,200
"Von Ormy, TX",0.23965105348460292,2468
"West, TX",0.3336189312977099,1310
"Zelienople, PA",0.2732582137161085,1254
"Lexington, NC",0.3411047619047619,21
"Smyrna, SC",0.22706315789473686,19
"Oneonta, AL",0.35693404735062007,887
"Plantersville, AL",-0.01,2
"Cabot, AR",0.26027022769089236,8697
"Amity, AR",0.07514827586206897,29
"Bates City, MO",0.3250585365853659,41
"Knob Noster, MO",0.11595170068027211,147
"College Park, GA",0.07497173913043478,46
"Chesterfield, VA",0.29745828256454887,3447
"North Adams, MA",0.3201894472361809,199
"Worthington, MA",0.47812499999999997,24
"Annandale, VA",0.3333462724935733,12059
"Scituate, MA",0.26324329004329006,462
"Raceland, LA",0.08097499999999999,28
"Disputanta, VA",0.2950693989071038,366
"Batesville, MS",0.25527223476297967,443
"Tucson, AZ",-0.10764722222222223,36
"Wardell, MO",0.0,1
"Warsaw, IN",0.15803636363636364,22
"Amherst, MA",0.38243038263849227,1752
"Norton, MA",0.2534211711711712,666
"Jeffersonton, VA",0.11522096774193548,124
"Arlington Heights, IL",0.33109203539823007,113
"Franklin, NC",0.3617988764044944,89
"Gum Spring, VA",0.0,4
"Prospect, VA",0.31462682291666666,384
"Mount Airy, NC",0.0,1
"Max Meadows, VA",0.305875,8
"University City, MO",0.16659715536105033,457
"Florissant, CO",0.4716943396226415,53
"Rocky Mount, MO",0.5122777777777778,9
"Shelby, MI",0.1682313186813187,182
"Copper Hill, VA",0.2026341463414634,41
"Palmyra, VA",0.2558978975032852,761
"Hope, AR",n/a,0
"Middletown, MO",0.0,1
"Eureka, MO",0.25801278481012657,790
"Iowa, LA",0.19145945945945947,37
"Sandwich, MA",0.26138954081632654,392
"Morgan City, LA",0.29575252331977997,4182
"Colonial Heights, VA",0.2280436763952893,1953
"Interlachen, FL",-0.16023513513513513,37
"McLean, TX",0.2750483870967742,31
"Blacklick, OH",0.1173107142857143,28
"Catlett, VA",0.5155617647058823,68
"Irvington, VA",0.3214488888888889,45
"Ballwin, MO",0.299808896797153,3372
"Dennis, MA",0.3016513966480447,179
"Aberdeen, MD",0.31041625441696113,566
"Brewster, MA",0.32954079254079255,429
"Marksville, LA",0.11697142857142857,7
"Conover, NC",0.23973333333333333,12
"Damascus, VA",0.13327142857142857,7
"Altadena, CA",0.6688018691588785,107
"Richland, MO",0.0,2
"Lecompte, LA",0.06319999999999998,6
"Schriever, LA",0.10132820512820513,39
"Winchester, MA",0.30685841209829867,529
"Bolton, MA",0.17383958333333335,96
"Northborough, MA",0.2669190695002872,1741
"Rowe, MA",0.0,3
"Nokesville, VA",0.33043313840155947,1026
"Spotsylvania, VA",0.31822,340
"Castlewood, VA",0.3398980582524272,206
"Clinton, MO",0.17114423791821562,269
"Hillsboro, MO",0.3725266316250547,2283
"Greensboro, GA",0.10886041666666667,48
"Feeding Hills, MA",0.27620616438356166,146
"Dixon, MO",0.17935263157894737,19
"Zumbrota, MN",0.0,2
"Acton, MA",0.3514238418079096,885
"Moreauville, LA",0.3715,2
"North Billerica, MA",0.24378294930875577,217
"Osterville, MA",0.6046130434782608,46
"Oakton, VA",0.31850218818380743,914
"Delaplane, VA",0.30491250000000003,24
"Rockville, VA",0.4227409638554217,83
"Sparta, MO",0.2804302158273381,139
"Abington, MA",0.29395862068965517,842
"Forestdale, MA",0.3127070351758794,199
"Montpelier, VA",0.34723478260869567,92
"Norton, VA",-0.02092666666666667,15
"Church Road, VA",0.24783958333333334,192
"Spokane, MO",-0.01,1
"Bogalusa, LA",0.41250721153846154,624
"Charlton, MA",0.23824030172413793,464
"Keatchie, LA",n/a,0
"Clinton, MA",0.22036674364896075,433
"Southampton, MA",0.4487606557377049,305
"Pulaski, VA",0.2331290076335878,131
"Pelham, MA",0.3236505976095618,251
"Sedalia, MO",0.21641563721657545,1279
"Webb City, MO",0.24760011409013122,1753
"Drexel, MO",0.0,2
"California, MO",0.22564599156118142,237
"Barre, MA",0.21700285714285714,70
"Bluefield, WV",n/a,0
"Longmeadow, MA",0.27876101694915256,59
"Oxford, MA",0.15996190476190475,210
"Manquin, VA",0.301268,125
"Motley, MN",0.323,5
"Cleveland, MO",0.2765764350453172,331
"Davidson, NC",0.29316666666666663,48
"Weymouth, MA",0.27338329571106096,886
"Watertown, TN",0.28359139784946236,186
"Marshall, VA",0.2915509383378016,373
"Vinton, LA",0.0,1
"Crete, NE",0.2498607142857143,28
"Plainville, MA",0.2664135593220339,295
"Burgess, VA",0.43119090909090907,11
"North Tazewell, VA",-0.005,2
"Crystal River, FL",0.36775405405405404,37
"Humble, TX",0.19198181818181817,484
"Phillipsburg, MO",0.1256,10
"Webster, MN",0.28627,130
"White Bear Township, MN",0.5412819277108434,83
"Sudbury, MA",0.26608093158660845,687
"Gretna, VA",0.0,1
"Berryville, VA",0.29174695945945944,1184
"Harrisonburg, VA",0.3385670750382848,3265
"Hume, VA",0.3203085106382979,47
"Spicer, MN",0.1467125,80
"Stephens City, VA",0.22298904428904429,858
"Gulfport, MS",0.21883097345132743,113
"Marrero, LA",0.28502347790674,4911
"Holland, MA",0.2890451740506329,1264
"Littleton, MA",0.3196479087452471,263
"Prince George, VA",0.2630762553191489,1175
"Rogersville, PA",0.0,2
"Green Castle, MO",n/a,0
"Walnut Shade, MO",0.1101,4
"Portageville, MO",0.500525,16
"Lexington, MA",0.39832277070063693,1256
"Weston, MA",0.3439092909535452,409
"Monterey, MA",0.26054033613445376,119
"Hull, MA",0.3007150943396226,106
"Milpitas, CA",0.5538882352941177,34
"Boyce, VA",0.5276162162162162,37
"Trimble, MO",0.31947088607594937,79
"Jamul, CA",0.31926296296296297,27
"Boston, KY",0.2216,32
"Keithville, LA",0.1945157142857143,210
"Keezletown, VA",0.4733290322580645,31
"Higginsville, MO",0.08766136363636363,44
"Burton, OH",0.2629871794871795,39
"Bentonia, MS",0.0,7
"Clever, MO",0.2289263157894737,76
"Raynham, MA",0.19690344827586206,261
"Waynesville, NC",0.6365000000000001,5
"Holden, MA",0.2552186090225564,532
"Camden Point, MO",0.11163272727272729,55
"Moss Bluff, LA",0.0,1
"Millbury, MA",0.2005226837060703,313
"Covington, VA",0.258333423180593,371
"Burlingame, CA",0.14729270833333333,96
"Castle Pines, CO",0.408811320754717,106
"Palo Alto, CA",0.24589245283018868,106
"Pevely, MO",0.2559026490066225,302
"Somerville, NJ",0.011580555555555554,36
"Mount Prospect, IL",0.4114625954198473,131
"Branch, LA",0.11246666666666667,3
"Albany, OR",0.4860868700265252,1508
"Axton, VA",0.33344032258064515,62
"Paeonian Springs, VA",0.20856842105263157,38
"Rileyville, VA",0.2061294117647059,17
"Narrows, VA",0.2590044117647059,68
"Edgerton, MO",0.13484324324324323,37
"Sturgeon, MO",0.027733333333333325,9
"Collinsville, VA",0.274625,32
"Scandia, MN",0.39021875,240
"Queen Creek, AZ",0.26016966858789625,1388
"Shelburne Falls, MA",0.2791295774647887,71
"Great Barrington, MA",0.29101776470588236,856
"Mc Kenney, VA",0.04158070175438597,57
"Kingsville, MO",0.2365951515151515,330
"Saint Peters, MO",0.24147619047619048,336
"North Attleboro, MA",0.315209360816944,5289
"Manassas Park, VA",0.24079129746835443,632
"Prosperity, SC",0.2237304347826087,46
"Hayes, VA",0.2527584905660377,212
"Clarkton, MO",n/a,0
"Everton, MO",0.17834090909090908,22
"Dutton, VA",0.5127709677419355,31
"Mansfield, TX",0.2129394736842105,38
"Lake Tapawingo, MO",0.19246842105263157,57
"Lampe, MO",0.10907297297297297,37
"Rolla, MO",0.2880717052631579,4751
"Sibley, MO",0.3117153846153846,65
"Bristol, NH",-0.06295666666666667,60
"Cottonport, LA",0.11806190476190477,21
"Carville, LA",0.0744,10
"North Grafton, MA",0.3279162162162162,74
"Reiles Acres, ND",0.0,2
"Ashland, MS",0.2454757841907152,797
"Saint Michael, MN",0.10007727272727272,44
"Oak Grove, MO",0.264697277676951,551
"Lima, OH",0.09435,4
"Leominster, MA",0.4147364667154353,2734
"Kingston, MA",0.23502092130518235,521
"Oakham, MA",0.30057272727272727,11
"Marysville, OH",0.3627330459770115,348
"Winchendon, MA",0.30411136363636365,176
"Bracey, VA",0.25016764705882355,782
"Geismar, LA",0.2489391008174387,734
"Markham, VA",-0.03,2
"Lohman, MO",0.33725688073394494,218
"Excelsior Springs, MO",0.16628566978193146,321
"Devens, MA",0.4946872727272727,55
"Lunenburg, MA",0.33375581395348836,301
"Clifton Forge, VA",0.21969166666666667,36
"Stanchfield, MN",0.17154318181818182,220
"Lowell, MA",0.3046320431372549,25501
"Sandstone, MN",0.252625,40
"Benoit, MS",n/a,0
"Grenada, MS",0.22557666666666668,90
"Lucedale, MS",0.0,2
"Osceola, AR",0.1734,16
"Midland, VA",0.2175634974533107,589
"Boykins, VA",n/a,0
"Bourbon, MO",-0.09096,10
"Fort Mohave, AZ",0.2310511904761905,84
"Northampton, MA",0.3247267217630854,363
"Middletown, CT",0.34466589595375724,173
"Remington, VA",0.4059420792079208,202
"Wagram, NC",0.3340080808080808,99
"Webster Groves, MO",0.2816022805017104,877
"Cumberland, OH",n/a,0
"Steele, MO",0.18240384615384617,104
"Worthington, MN",0.09929444444444445,36
"Elm Grove, LA",0.1424,10
"Wilmington, MA",0.27865828848223895,1858
"Boonville, MO",0.25512397660818714,513
"Garden City, MO",-0.00014444444444443693,18
"Bourg, LA",0.1530843137254902,51
"Middleboro, MA",0.18762261904761904,252
"Ragley, LA",0.2627,25
"Minot, ND",0.22241470588235296,272
"Linden, VA",0.27458583333333336,480
"Hillsville, VA",0.07911555555555555,45
"Forest, MS",0.22877492526158447,2676
"Augusta, GA",0.3467246794871795,2184
"Gautier, MS",0.336097009569378,836
"Chauvin, LA",0.10240735294117648,68
"Adams, MA",0.129190625,32
"Bruington, VA",-0.2884,3
"Kenosha, WI",0.6466739130434782,23
"Plaquemine, LA",0.2680454706142289,2263
"Dighton, MA",0.25551293103448275,116
"Nowata, OK",0.19334909090909091,660
"Hadley, MA",0.38624021909233175,639
"Waubun, MN",0.0,1
"Diberville, MS",0.2491664739884393,173
"Caruthersville, MO",0.07576470588235294,17
"Hessmer, LA",n/a,0
"Cole Camp, MO",-0.016975,8
"Powell, MO",0.17034653465346536,101
"Plaucheville, LA",-0.8371,1
"Ludlow, MA",0.19582857142857144,392
"Princeton, NJ",0.24477636363636365,55
"Wakefield, MA",0.29968903225806454,155
"White Castle, LA",0.0,7
"Hampton, VA",0.26861867792266525,13267
"Covina, CA",0.24265073746312685,339
"Tigard, OR",0.22600529411764705,170
"Ferguson, MO",0.1380635193133047,233
"Sutton, MA",0.23559736842105264,38
"Sheffield, MA",0.12592222222222224,9
"Madison, NJ",0.37196054054054056,185
"Clear Brook, VA",0.6238659090909091,44
"Diamondhead, MS",0.3044853731343284,1005
"Sulphur, LA",0.2738476902173913,736
"Brandy Station, VA",0.5482595238095238,84
"Dayton, VA",0.29500217391304345,46
"Exmore, VA",0.2822269230769231,26
"Churchville, PA",0.4807957345971564,211
"Saint Cloud, MN",0.24935813953488373,43
"Stamping Ground, KY",0.17759747899159664,119
"Provincetown, MA",0.08133725490196078,51
"Bluefield, VA",0.2629929782082325,413
"Quantico, MD",n/a,0
"Gardner, MA",0.26210462724935735,1945
"New Whiteland, IN",0.3733212121212121,33
"Maynard, MA",0.4877674418604651,43
"Oilville, VA",0.26941176470588235,17
"Bentonville, VA",0.3251432,125
"Charlottesville, VA",0.29914427480916034,131
"Lebanon, MO",0.2886532915360502,319
"Peculiar, MO",0.30292931147540986,1525
"Waseca, MN",0.8381937500000002,304
"Iota, LA",0.03926111111111111,18
"Jackson, LA",0.14393,80
"Bartlett, TN",0.4221793357933579,271
"Brookfield, MA",-0.06529090909090908,11
"Canton, MA",0.22143274907749078,1084
"Reading, MA",0.29843381088825216,349
"Hartford, VT",0.4494107142857143,28
"Middlebrook, VA",0.48518181818181816,22
"Napoleon, MO",0.038318181818181814,11
"Goodman, MO",0.27003333333333335,6
"Buzzards Bay, MA",0.32497715355805246,267
"Hinsdale, MA",0.16034651162790697,43
"North, VA",0.24875,50
"Marlton, NJ",0.3023411764705882,34
"Harbor Springs, MI",n/a,0
"Randolph, MA",0.25158973063973067,594
"Fernandina Beach, FL",0.31391960784313727,51
"Tecumseh, OK",0.3123184210526316,38
"Mattapoisett, MA",0.33509734513274336,113
"Callao, MO",n/a,0
"Prospect, CT",0.6726,3
"Hot Springs, AR",0.0,1
"Ville Platte, LA",0.3912221635883905,1516
"Dumfries, VA",0.24003858937981354,2467
"Ayer, MA",0.31256517647058824,850
"Oro Valley, AZ",0.3446892857142857,140
"Gladys, VA",0.0,7
"Rothsay, MN",0.0,2
"Carl Junction, MO",0.20709584415584414,385
"Saint Gabriel, LA",n/a,0
"Darrow, LA",0.248685,500
"Rowley, MA",0.27595619834710744,726
"Haughton, LA",0.267108353115727,6740
"Harahan, LA",0.14354108199492815,1183
"Hiltons, VA",0.23968636363636364,22
"Waynesville, MO",0.22527412314886983,1283
"Lawrence, KS",0.2709229551451187,758
"Stacy, MN",0.19889261006289308,636
"Lone Jack, MO",0.3569592920353982,565
"Butler, MO",0.21554733727810652,169
"Berlin, MA",0.32359333333333334,105
"Homeland, CA",0.41806176470588235,68
"Hingham, MA",0.32785712851405624,996
"Jefferson, MA",0.44105000000000005,12
"Hialeah, FL",n/a,0
"McLean, VA",0.391647641509434,2544
"Pacific, MO",0.29300078125,768
"Clarence, MO",0.32726907216494844,97
"Saint Martinville, LA",0.4041666666666667,9
"Hopkinton, MA",0.34849931129476586,726
"Plymouth, MI",0.29471285714285717,140
"Indian Orchard, MA",0.23988125000000002,96
"Cohasset, MA",0.34708358208955226,67
"Goochland, VA",0.2713309523809524,252
"Breaux Bridge, LA",0.28610388587432173,5714
"Allendale, MI",0.12411428571428572,7
"Cedarcreek, MO",0.0,1
"Carencro, LA",0.25152331786542925,863
"Dequincy, LA",0.18080576923076924,52
"Plain Dealing, LA",0.0,7
"Leighton, IA",0.337075,4
"Nancy, KY",n/a,0
"Goode, VA",0.27530707456978964,523
"Winterset, IA",0.2917468085106383,47
"Bridgewater, VA",0.21553124440465532,1117
"Radcliff, KY",0.22074054054054054,37
"Dewey, OK",0.0734,6
"Fiskdale, MA",0.16527714285714287,35
"La Verne, CA",0.138878125,32
"Millville, MA",0.22587,50
"Kinsale, VA",0.14586,15
"Martinsville, VA",0.29891958333333335,480
"Highlandville, MO",0.1957085889570552,163
"Tracy, MN",0.09971666666666668,6
"Rocky Comfort, MO",0.9376,1
"South Hadley, MA",0.31824119718309857,852
"Cotuit, MA",0.2387072727272727,110
"Cheyenne, WY",0.25238297872340426,94
"Chilhowee, MO",0.016485714285714288,14
"Jackson, MO",0.2660515450361604,3042
"Greenwood, MS",0.18707428571428572,35
"Uxbridge, MA",0.3224188524590164,122
"Waban, MA",0.5260638888888889,72
"Manakin Sabot, VA",0.2630187692307692,650
"Richardsville, VA",0.0,3
"Dunlap, IL",0.19721481481481482,27
"Hollywood, FL",0.16348721461187216,876
"Forsyth, MO",0.18181917808219178,73
"Olean, MO",n/a,0
"Eagle, ID",0.4294810810810811,37
"Sullivan, MO",0.2182984799131379,921
"Rutland, MA",0.0,1
"South Yarmouth, MA",0.3877493902439024,164
"Raven, VA",0.07686666666666667,9
"Ashburn, VA",0.28001426344505065,5132
"Hot Springs, VA",0.28283888888888886,18
"East Sandwich, MA",0.2905397660818713,171
"Maurice, LA",0.30508293515358365,293
"Oak Grove, LA",0.2582107238605898,373
"Port Chester, NY",0.3259326923076923,104
"Taunton, MA",0.2822433023872679,1508
"Hurt, VA",0.14062307692307693,13
"Franklin, IN",0.35083333333333333,3
"Wadena, MN",0.11746896551724138,29
"Culleoka, TN",0.5759883720930232,43
"Concordia, MO",n/a,0
"Puyallup, WA",0.6371,35
"Marstons Mills, MA",0.3270419512195122,205
"Upton, MA",0.11255714285714286,14
"Bethany, MO",0.0,4
"Rushville, MO",0.40822857142857144,7
"Vergas, MN",0.15924230769230768,52
"Catawissa, MO",0.2012909090909091,176
"Saint Johnsbury, VT",n/a,0
"Royalston, MA",0.184464,25
"Montegut, LA",0.034866666666666664,18
"Kissee Mills, MO",0.2737,18
"Shell Knob, MO",0.3314,24
"Gill, MA",0.3644259900990099,2828
"South Weymouth, MA",0.3128666666666667,459
"Deville, LA",0.1591,2
"Hatfield, PA",0.27826666666666666,15
"Woodworth, LA",0.35925172413793105,117
"Wickliffe, KY",-0.005714285714285714,7
"Broadlands, VA",0.31910487012987016,308
"Byram, MS",0.19332628458498025,506
"Altavista, VA",0.127403125,32
"King And Queen Court House, VA",-0.2884,3
"Winnebago, IL",0.0,1
"Moon, VA",0.0,11
"Brandon, MS",0.26265575820739967,5757
"Rocky River, OH",-0.44794444444444437,18
"Sterlington, LA",0.07873229166666668,96
"Harwich Port, MA",0.13636486486486488,37
"East Falmouth, MA",0.2947202272727273,880
"Southborough, MA",0.23063770949720672,358
"Alton, VA",0.2561090909090909,11
"Boones Mill, VA",0.2445473282442748,131
"Concord, VA",0.26819175946547885,898
"Rockingham, NC",0.0,4
"Clarksville, VA",0.14594831460674157,89
"Clarksdale, MO",0.16916521739130436,23
"Kearney, NE",0.30191999999999997,25
"Brandon, FL",0.30424689655172416,290
"Nantucket, MA",0.24859967213114753,305
"Newburyport, MA",0.3690245503597122,2224
"Huntington, MA",0.34115535714285716,56
"King William, VA",0.1869320987654321,81
"Craigsville, VA",0.11594,15
"Bedford, IN",0.26689999999999997,3
"Skidmore, MO",0.0,1
"Crowley, LA",0.15347304347826088,230
"Kenner, LA",0.2517331457800512,1955
"Becket, MA",0.2840741935483871,124
"Rochdale, MA",0.0,1
"Broadway, VA",0.24293775510204083,98
"Bloomsdale, MO",0.2825875,8
"Marshfield, MO",0.2928459330143541,209
"Franklin, VA",0.16333125,208
"Charles City, VA",0.3175123456790123,81
"Cedar Bluff, VA",0.38614453125,128
"Camp Verde, AZ",n/a,0
"Birch Run, MI",0.1507908163265306,98
"Albertville, MN",0.2204421052631579,171
"Grand Forks, ND",0.6719903225806452,31
"Madisonville, LA",0.43256196423502696,3523
"Boxford, MA",0.3322443406022845,963
"Winder, GA",0.46699520547945206,146
"Troutville, VA",0.21911290322580645,31
"Maryland Heights, MO",0.3454139274691358,2592
"Clarksburg, MO",0.0,1
"Macon, MO",-0.0038956521739130444,23
"Oil City, LA",0.14325294117647058,17
"Seekonk, MA",0.4630336689741976,3178
"Mount Jackson, VA",0.3809015625,64
"Versailles, MO",-0.016,5
"Wyoming, MN",0.32047659574468085,94
"Agency, MO",0.0,2
"Archie, MO",0.3525605263157895,38
"Hudson, MA",0.31498763316350165,2159
"Suffolk, VA",0.3131195789473684,475
"Grosse Tete, LA",0.1945,13
"Elmont, NY",0.12251083333333333,480
"Bayonne, NJ",0.29886357493857496,6512
"Ludowici, GA",0.41129,10
"Sherborn, MA",0.36835909090909097,22
"Radiant, VA",0.27024375,16
"Basye, VA",0.2621,28
"Casa Grande, AZ",0.49824761904761905,126
"Lanexa, VA",0.40992566735112934,487
"Ferrum, VA",0.23296545176110262,3265
"Sarcoxie, MO",0.1942051282051282,39
"Foley, MO",0.20729868421052633,228
"Saint Amant, LA",0.3776095035460993,705
"Chestnut Hill, MA",0.3250750980392157,510
"Raphine, VA",0.11341282051282052,39
"Pulaski, WI",n/a,0
"Rogers, MN",0.35776162280701757,912
"Buckner, MO",-0.08193055555555555,36
"Maurepas, LA",0.14669483870967742,310
"Auburndale, MA",0.3825844327176781,379
"West Brookfield, MA",0.1802032786885246,61
"Bolton, MS",0.0,1
"Crocker, MO",0.1678,5
"Vivian, LA",-0.0016666666666666668,6
"Newbury, MA",0.27898676470588235,204
"Avon, MA",0.3010268897149938,4036
"Eagle Rock, VA",0.028981250000000004,16
"Fort Lee, VA",0.12257469879518072,83
"Egan, LA",0.4097857142857143,7
"Port Allen, LA",0.2541215736040609,788
"Hubbardston, MA",0.28226410256410256,702
"Hayti, MO",0.0,4
"Stonewall, LA",0.21914787234042554,188
"Bridgewater, MA",0.2658731462925852,499
"Huffman, TX",0.3104152777777778,72
"East Alton, IL",0.25913478260869566,23
"Daleville, VA",0.3542934861907243,1919
"New Kent, VA",0.3094975485188968,979
"Marionville, MO",0.3409933333333333,15
"Pepperell, MA",0.2689638888888889,36
"North Bend, WA",0.5877106598984772,591
"Bumpass, VA",0.27966742424242425,132
"Saint Robert, MO",0.22086306306306305,111
"Amesbury, MA",0.346761804697157,809
"Amissville, VA",0.2587346889952153,418
"Ann Arbor, MI",0.27193227699530514,852
"Ewing, VA",0.0,3
"Fairfax Station, VA",0.3544193423597679,517
"Shakopee, MN",0.30137789640173984,2529
"Saint Peter, MN",0.9209,1
"Bear, DE",-0.08660277777777778,36
"Coushatta, LA",n/a,0
"East Weymouth, MA",0.38360206896551724,145
"Danville, VA",0.3117849085923218,10941
"Hallsville, MO",0.13134264705882354,68
"Albany, MN",0.33896470588235295,119
"Carthage, MS",0.09404901960784315,51
"Crawford, MS",0.26918539325842694,89
"Blackstone, MA",0.4192956953642384,302
"Maringouin, LA",0.12254,15
"Plains, MT",0.18925510204081633,147
"Fort Defiance, VA",0.20468846153846154,26
"Columbia, LA",0.0556025641025641,39
"Clifton, VA",0.3426367149758454,207
"Maitland, FL",0.2554390977443609,133
"Quincy, IL",0.1675962962962963,27
"Whitman, MA",0.2539972222222222,144
"Centreville, VA",0.27675872963086134,3007
"South Hamilton, MA",0.43142359208523595,657
"Wesley Chapel, FL",-0.4083866666666666,15
"Aylett, VA",0.26790500758725344,659
"Westerville, OH",0.5658,50
"La Crosse, VA",0.16584285714285713,7
"Des Peres, MO",0.3267165217391304,230
"Greenwood, MO",0.13816984924623116,199
"San Gabriel, CA",0.06697777777777777,90
"Crane, MO",0.07506,10
"Gray, LA",0.31405671140939595,298
"Canyon Dam, CA",0.28855714285714285,21
"Roslindale, MA",0.22927683823529413,544
"Sunset, LA",0.16513917050691246,217
"Gainesville, VA",0.28874328247115744,2688
"Killeen, TX",0.18257500000000002,16
"Many, LA",0.3696906976744186,43
"Cheshire, MA",0.19388,30
"Acushnet, MA",0.2146939393939394,33
"Steubenville, OH",0.19124375000000002,160
"Sharon, MA",0.2684767973856209,306
"Bristow, VA",0.34226542288557216,1206
"Beaverdam, VA",0.22812844827586207,232
"West Springfield, VA",0.25587045454545454,132
"East Taunton, MA",0.2083604938271605,81
"Burbank, IL",0.43474080459770115,522
"Turlock, CA",0.12286162790697674,86
"Dorchester, MA",0.1787522633744856,243
"Leicester, MA",0.4581,23
"Highland, NY",0.3899,9
"Shafer, MN",0.3429149425287356,87
"Blandford, MA",0.24031999999999998,10
"Watertown, MA",0.5110936194895592,1724
"Franklinton, LA",0.2550976501305483,766
"Granby, MA",0.11427570093457944,107
"Decatur, IN",0.48581587301587303,63
"Havelock, NC",-0.11285,12
"Pembroke, VA",0.2645,124
"Pittsboro, NC",0.4684826923076923,52
"Jasper, MO",0.2383818181818182,11
"Bolivia, NC",0.0,1
"Tipton, MI",0.20512702702702704,37
"Lynnfield, MA",0.23024117647058823,374
"Luray, VA",0.0,3
"Perryville, MO",0.2015902255639098,266
"Canton, MS",0.2234459165154265,1102
"Medina, NY",0.424775,4
"Otterville, MO",0.118878125,32
"Taylors Falls, MN",0.4209735294117647,34
"Rolling Hills, CA",0.29993724066390043,964
"Saint Francisville, LA",0.19672222222222221,27
"New Marlborough, MA",0.40866842105263157,19
"Southwick, MA",0.2462913043478261,23
"Port Haywood, VA",0.1862941176470588,17
"Booneville, MS",0.13579673913043477,92
"Odessa, MO",0.35561764705882354,238
"Foxboro, MA",0.32011903846153844,520
"Westlake, LA",0.20351304347826088,161
"Baldwinville, MA",0.35526162790697674,86
"Hyde Park, MA",0.2739296943231441,229
"Dunnsville, VA",0.09375333333333334,15
"Bohannon, VA",0.3937,11
"Warr Acres, OK",0.2911710843373494,166
"Boydton, VA",-0.02022857142857143,7
"Deltaville, VA",0.0,13
"Freeman, VA",0.03959999999999999,3
"Maryville, MO",0.24649142857142858,245
"Cosby, MO",0.10912727272727273,11
"Chester, MA",0.22822627118644068,118
"West Newbury, MA",0.4364713450292398,171
"Lakeville, MA",0.2259609756097561,82
"Lawton, OK",0.12061864406779661,59
"Ivor, VA",0.23605645161290323,62
"Hamilton, VA",0.3542031686859273,1073
"Coon Rapids, MN",0.02655833333333336,12
"Reeds, MO",0.6178,3
"Carterville, MO",0.3330736,125
"Magalia, CA",0.3060268181818182,660
"East Orange, NJ",0.19116666666666668,12
"Benton, MO",0.09397333333333333,15
"Zimmerman, MN",0.29881658536585365,410
"High Ridge, MO",0.2545496132596685,905
"Clarksdale, MS",0.170091643454039,359
"Ashfield, MA",0.33534065040650407,123
"Terrytown, LA",0.20624507936507935,315
"Bridge City, LA",0.12391623376623377,154
"Hurricane, WV",0.09904074074074071,27
"East Bridgewater, MA",0.30037132867132865,143
"Watkins, MN",0.18139642857142857,56
"Williamstown, MA",0.41371632653061224,49
"Broadview Heights, OH",0.48345244755244754,143
"Lena, LA",0.2811945454545455,55
"Chester, VA",0.3308800360174942,3887
"Ridgeway, VA",0.28328869606003754,2132
"Manor, TX",0.1385576923076923,78
"Fitchburg, MA",0.2588716604244694,1602
"Shrewsbury, MA",0.3110463075880759,2952
"Kilmarnock, VA",0.1779864406779661,118
"Rhoadesville, VA",0.1841963503649635,137
"Ecru, MS",0.3497860465116279,172
"Youngsville, LA",0.30933722084367243,4433
"Palmer, MA",0.21662162162162163,111
"Crimora, VA",0.5529692307692308,26
"Rolesville, NC",0.25023333333333336,21
"Lapeer, MI",0.11644736842105263,57
"Petaluma, CA",0.3448859375,128
"Ocean Springs, MS",n/a,0
"East Walpole, MA",0.27032,45
"Rayne, LA",0.39684506172839507,486
"Hornbeck, LA",0.0,3
"Centerville, MA",0.45438563218390804,174
"Hamtramck, MI",0.270589417989418,189
"Gore, VA",0.2154842105263158,38
"Blackstone, VA",0.33010035398230086,565
"Soquel, CA",0.4046151219512195,205
"La Plata, MO",0.3411142857142857,14
"Zionsville, IN",0.248,85
"Grand Isle, LA",0.6958500000000001,2
"Leesville, LA",0.14794807692307693,104
"South Walpole, MA",0.0,6
"Stony Point, NY",0.49345384615384613,13
"Teaticket, MA",0.30174615384615383,117
"Harrisburg, MO",0.2310840909090909,44
"Camden, MS",n/a,0
"Jackson, CA",0.44757142857142856,35
"Hayden, ID",0.23286714285714286,70
"Bernardston, MA",0.30094054054054054,74
"Swampscott, MA",0.22192056074766356,214
"Healdsburg, CA",-0.08168039215686275,51
"Fulks Run, VA",0.12124285714285715,7
"Viburnum, MO",0.0,5
"Saint Paul Park, MN",0.2381,33
"Benton, MS",0.17735767195767196,189
"McMinnville, TN",0.19287021276595745,47
"Braintree, MA",0.2812785875961974,2209
"Paxton, MA",0.372007650273224,183
"Bridgeport, WV",0.4939,2
"West Wareham, MA",0.19126451612903225,31
"Brightwood, VA",0.338805,20
"Woodridge, IL",0.22233809523809525,126
"Strafford, MO",0.19932912087912089,182
"Cherry Valley, MA",0.3062213114754098,61
"Danvers, MA",0.28769410480349344,458
"Agawam, MA",0.2625859399684044,633
"South Chatham, MA",0.405284,100
"Elkhorn, NE",0.4399536231884058,69
"Snellville, GA",0.1656972602739726,73
"Faber, VA",0.33609513888888887,144
"Rush City, MN",0.40700000000000003,2
"Carriere, MS",0.26434809805579035,1183
"Harvard, MA",0.34935692307692306,195
"Bourne, MA",0.33585630901287555,1165
"Locust Grove, VA",0.3054085004009623,1247
"Willoughby, OH",0.295074,250
"Lynch Station, VA",n/a,0
"Atlanta, MO",0.0,2
